AS_ID,RES_TYPE,RES_ID,PNODE_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Lat,Long,
AS_SP15,LOAD,POMRDO_6_LD33,POMERADO_6_N004,22664_POMERADO_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3643,32.94119401,-117.0324755,
AS_SP26,LOAD,POWAY_6_LD30,POWAY_6_N001,22668_POWAY  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3656,32.97869735,-117.0314377,
AS_SP15,LOAD,POWAY_6_LD30,POWAY_6_N001,22668_POWAY  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3656,32.97869735,-117.0314377,
AS_SP26,LOAD,POWAY_6_LD31,POWAY_6_N010,22668_POWAY  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3657,32.97870402,-117.031188,
AS_SP15,LOAD,POWAY_6_LD31,POWAY_6_N010,22668_POWAY  _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3657,32.97870402,-117.031188,
AS_SP26,LOAD,RCHCML_6_LD31,RCARMEL_6_N004,22676_R.CARMEL_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3728,32.99362539,-117.0780601,
AS_SP15,LOAD,RCHCML_6_LD31,RCARMEL_6_N004,22676_R.CARMEL_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3728,32.99362539,-117.0780601,
AS_SP26,LOAD,RCHCML_6_LD32,RCARMEL_6_N011,22676_R.CARMEL_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3729,32.99362074,-117.077956,
AS_SP15,LOAD,RCHCML_6_LD32,RCARMEL_6_N011,22676_R.CARMEL_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3729,32.99362074,-117.077956,
AS_SP26,LOAD,RCHCML_6_LD33,RCARMEL_6_N001,22676_R.CARMEL_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3730,32.99363878,-117.0773916,
AS_SP15,LOAD,RCHCML_6_LD33,RCARMEL_6_N001,22676_R.CARMEL_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3730,32.99363878,-117.0773916,
AS_SP15,LOAD,BENRDO_6_LD30,BERNARDO_6_N014,22056_BERNARDO_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,256,33.02170605,-117.0962795,
AS_SP26,LOAD,BENRDO_6_LD30,BERNARDO_6_N014,22056_BERNARDO_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,256,33.02170605,-117.0962795,
AS_SP26,LOAD,BENRDO_6_LD31,BERNARDO_6_N001,22056_BERNARDO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,257,33.02149182,-117.0960007,
AS_SP15,LOAD,BENRDO_6_LD31,BERNARDO_6_N001,22056_BERNARDO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,257,33.02149182,-117.0960007,
AS_SP26,LOAD,BENRDO_6_LD32,BERNARDO_6_N013,22056_BERNARDO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,258,33.02145283,-117.0963228,
AS_SP15,LOAD,BENRDO_6_LD32,BERNARDO_6_N013,22056_BERNARDO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,258,33.02145283,-117.0963228,
AS_SP15,LOAD,BENRDO_6_LD33,BERNARDO_6_N009,22056_BERNARDO_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,259,33.02150013,-117.0967119,
AS_SP26,LOAD,BENRDO_6_LD33,BERNARDO_6_N009,22056_BERNARDO_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,259,33.02150013,-117.0967119,
AS_SP26,LOAD,BENRDO_6_LD34,BERNARDO_6_N002,22056_BERNARDO_69.0_LD34,22M7_DB114,2022-07-28 0:00:00,260,33.02121358,-117.0963061,
AS_SP15,LOAD,BENRDO_6_LD34,BERNARDO_6_N002,22056_BERNARDO_69.0_LD34,22M7_DB114,2022-07-28 0:00:00,260,33.02121358,-117.0963061,
AS_SP26,LOAD,ARTESN_6_LD32,ARTESN_6_N001,22009_ARTESN _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,135,33.02122758,-117.1341006,
AS_SP15,LOAD,ARTESN_6_LD32,ARTESN_6_N001,22009_ARTESN _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,135,33.02122758,-117.1341006,
AS_SP15,LOAD,RCHSFE_6_LD20,RSNTAFE_6_N008,22680_R.SNTAFE_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,3733,33.01443317,-117.1985582,
AS_SP26,LOAD,RCHSFE_6_LD20,RSNTAFE_6_N008,22680_R.SNTAFE_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,3733,33.01443317,-117.1985582,
AS_SP26,LOAD,RCHSFE_6_LD30,RSNTAFE_6_N001,22680_R.SNTAFE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3734,33.01425524,-117.1986737,
AS_SP15,LOAD,RCHSFE_6_LD30,RSNTAFE_6_N001,22680_R.SNTAFE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3734,33.01425524,-117.1986737,
AS_SP26,LOAD,RCHSFE_6_LD31,RSNTAFE_6_N009,22680_R.SNTAFE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3735,33.01416246,-117.1984397,
AS_SP15,LOAD,RCHSFE_6_LD31,RSNTAFE_6_N009,22680_R.SNTAFE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3735,33.01416246,-117.1984397,
AS_SP26,LOAD,DELMAR_6_LD31,DELMAR_6_N010,22160_DEL MAR _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,947,32.98069889,-117.2555987,
AS_SP15,LOAD,DELMAR_6_LD31,DELMAR_6_N010,22160_DEL MAR _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,947,32.98069889,-117.2555987,
AS_SP26,LOAD,DELMAR_6_LD32,DELMAR_6_N011,22160_DEL MAR _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,948,32.98068539,-117.2552255,
AS_SP15,LOAD,DELMAR_6_LD32,DELMAR_6_N011,22160_DEL MAR _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,948,32.98068539,-117.2552255,
AS_SP26,LOAD,ENCNTS_6_LD20,ENCNITAS_6_N001,22252_ENCNITAS_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,1267,33.05071225,-117.2853193,
AS_SP15,LOAD,ENCNTS_6_LD20,ENCNITAS_6_N001,22252_ENCNITAS_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,1267,33.05071225,-117.2853193,
AS_SP15,LOAD,ENCNTS_6_LD30,ENCNITAS_6_N004,22252_ENCNITAS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1268,33.05058023,-117.2854145,
AS_SP26,LOAD,ENCNTS_6_LD30,ENCNITAS_6_N004,22252_ENCNITAS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1268,33.05058023,-117.2854145,
AS_SP26,LOAD,ENCNTS_6_LD31,ENCNITAS_6_N011,22252_ENCNITAS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1269,33.05053913,-117.2851851,
AS_SP15,LOAD,ENCNTS_6_LD31,ENCNITAS_6_N011,22252_ENCNITAS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1269,33.05053913,-117.2851851,
AS_SP26,LOAD,WRNCYN_6_LD20,WARENCYN_6_N002,22880_WARENCYN_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,5338,33.01545557,-117.0023576,
AS_SP15,LOAD,WRNCYN_6_LD20,WARENCYN_6_N002,22880_WARENCYN_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,5338,33.01545557,-117.0023576,
AS_SP26,LOAD,WRNCYN_6_LD30,WARENCYN_6_N001,22880_WARENCYN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,5339,33.01545588,-117.0020028,
AS_SP15,LOAD,WRNCYN_6_LD30,WARENCYN_6_N001,22880_WARENCYN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,5339,33.01545588,-117.0020028,
AS_SP26,GEN,BLM W_2_COSBT1,BLM W_2_COSBT1GN,GN-COSBT1_GU,22M7_DB114,2022-07-28 0:00:00,342,33.13704175,-117.3354643,
AS_SP15,GEN,BLM W_2_COSBT1,BLM W_2_COSBT1GN,GN-COSBT1_GU,22M7_DB114,2022-07-28 0:00:00,342,33.13704175,-117.3354643,
AS_SP26,LOAD,ENCINA_1_GN-A1XA2,ENCINA_1_N049,22228_ENCINA _138_LDA1,22M7_DB114,2022-07-28 0:00:00,1264,33.13649609,-117.3354317,
AS_SP15,LOAD,ENCINA_1_GN-A1XA2,ENCINA_1_N049,22228_ENCINA _138_LDA1,22M7_DB114,2022-07-28 0:00:00,1264,33.13649609,-117.3354317,
AS_SP26,LOAD,ENCINA_1_GN-A4XA5,ENCINA_1_N001,22228_ENCINA _138_LDA4,22M7_DB114,2022-07-28 0:00:00,1265,33.136709,-117.3348233,
AS_SP15,LOAD,ENCINA_1_GN-A4XA5,ENCINA_1_N001,22228_ENCINA _138_LDA4,22M7_DB114,2022-07-28 0:00:00,1265,33.136709,-117.3348233,
AS_SP26,LOAD,OCNSDE_6_LD30,OCEANSDE_6_N001,22584_OCEANSDE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2707,33.19682652,-117.3819731,
AS_SP15,LOAD,OCNSDE_6_LD30,OCEANSDE_6_N001,22584_OCEANSDE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2707,33.19682652,-117.3819731,
AS_SP26,LOAD,OCNSDE_6_LD31,OCEANSDE_6_N002,22584_OCEANSDE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2708,33.19681509,-117.3817358,
AS_SP15,LOAD,OCNSDE_6_LD31,OCEANSDE_6_N002,22584_OCEANSDE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2708,33.19681509,-117.3817358,
AS_SP15,LOAD,SANLUS_6_LD33,SANLUSRY_6_N101,22708_SANLUSRY_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3918,33.21143111,-117.3349068,
AS_SP26,LOAD,SANLUS_6_LD33,SANLUSRY_6_N101,22708_SANLUSRY_69.0_LD33,22M7_DB114,2022-07-28 0:00:00,3918,33.21143111,-117.3349068,
AS_SP15,LOAD,SANLUS_6_LD34,SANLUSRY_6_N201,22708_SANLUSRY_69.0_LD34,22M7_DB114,2022-07-28 0:00:00,3919,33.21163841,-117.3339545,
AS_SP26,LOAD,SANLUS_6_LD34,SANLUSRY_6_N201,22708_SANLUSRY_69.0_LD34,22M7_DB114,2022-07-28 0:00:00,3919,33.21163841,-117.3339545,
AS_SP15,LOAD,MELRSE_6_LD30,MELROSE_6_N001,22440_MELROSE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2327,33.20669687,-117.2529938,
AS_SP26,LOAD,MELRSE_6_LD30,MELROSE_6_N001,22440_MELROSE _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2327,33.20669687,-117.2529938,
AS_SP15,LOAD,MELRSE_6_LD31,MELROSE_6_N009,22440_MELROSE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2328,33.20664369,-117.2525929,
AS_SP26,LOAD,MELRSE_6_LD31,MELROSE_6_N009,22440_MELROSE _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2328,33.20664369,-117.2525929,
AS_SP26,LOAD,MELRSE_6_LD32,MELROSE_6_N005,22440_MELROSE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2329,33.20633634,-117.2532469,
AS_SP15,LOAD,MELRSE_6_LD32,MELROSE_6_N005,22440_MELROSE _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,2329,33.20633634,-117.2532469,
AS_SP26,LOAD,MELRSE_6_LD33,MELROSE_6_N004,22440_MELROSE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2330,33.20637034,-117.2527908,
AS_SP15,LOAD,MELRSE_6_LD33,MELROSE_6_N004,22440_MELROSE _69.0_LD33,22M7_DB114,2022-07-28 0:00:00,2330,33.20637034,-117.2527908,
AS_SP15,LOAD,MOROHL_6_LD30,MOROHILL_6_N001,22528_MOROHILL_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2483,33.2522007,-117.3003204,
AS_SP26,LOAD,MOROHL_6_LD30,MOROHILL_6_N001,22528_MOROHILL_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2483,33.2522007,-117.3003204,
AS_SP15,LOAD,PNDLTN_6_LD30,PENDLETN_6_N004,22640_PENDLETN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3626,33.30916777,-117.3352508,
AS_SP26,LOAD,PNDLTN_6_LD30,PENDLETN_6_N004,22640_PENDLETN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3626,33.30916777,-117.3352508,
AS_SP15,LOAD,PNDLTN_6_LD31,PENDLETN_6_N001,22640_PENDLETN_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3627,33.30918349,-117.3349656,
AS_SP26,LOAD,PNDLTN_6_LD31,PENDLETN_6_N001,22640_PENDLETN_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3627,33.30918349,-117.3349656,
AS_SP15,LOAD,MNSRTE_6_LD30,MONSRATE_6_N001,22512_MONSRATE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2429,33.32905287,-117.2355635,
AS_SP26,LOAD,MNSRTE_6_LD30,MONSRATE_6_N001,22512_MONSRATE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2429,33.32905287,-117.2355635,
AS_SP26,LOAD,MNSRTE_6_LD31,MONSRATE_6_N007,22512_MONSRATE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2430,33.32915593,-117.2352391,
AS_SP15,LOAD,MNSRTE_6_LD31,MONSRATE_6_N007,22512_MONSRATE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2430,33.32915593,-117.2352391,
AS_SP26,LOAD,AVOCDO_6_LD31,AVOCADO_6_N002,22020_AVOCADO _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,171,33.38470052,-117.2370801,
AS_SP15,LOAD,AVOCDO_6_LD31,AVOCADO_6_N002,22020_AVOCADO _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,171,33.38470052,-117.2370801,
AS_SP15,LOAD,AVOCDO_6_LD32,AVOCADO_6_N001,22020_AVOCADO _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,172,33.3846983,-117.2367474,
AS_SP26,LOAD,AVOCDO_6_LD32,AVOCADO_6_N001,22020_AVOCADO _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,172,33.3846983,-117.2367474,
AS_NP15,GEN,PALALT_7_COBUG,PLOALTO_1_N019,38028_PLO ALTO_115_GUM1,22M7_DB114,2022-07-28 0:00:00,2839,33.35920034,-117.111482,
AS_NP26,GEN,PALALT_7_COBUG,PLOALTO_1_N019,38028_PLO ALTO_115_GUM1,22M7_DB114,2022-07-28 0:00:00,2839,33.35920034,-117.111482,
AS_NP26,LOAD,PALALT_1_LD1,PLOALTO_1_N013,38028_PLO ALTO_115_LD1,22M7_DB114,2022-07-28 0:00:00,2836,33.35582424,-117.1125309,
AS_NP15,LOAD,PALALT_1_LD1,PLOALTO_1_N013,38028_PLO ALTO_115_LD1,22M7_DB114,2022-07-28 0:00:00,2836,33.35582424,-117.1125309,
AS_NP26,LOAD,PALALT_1_LD2,PLOALTO_1_N001,38028_PLO ALTO_115_LD2,22M7_DB114,2022-07-28 0:00:00,2837,33.35584386,-117.1125106,
AS_NP15,LOAD,PALALT_1_LD2,PLOALTO_1_N001,38028_PLO ALTO_115_LD2,22M7_DB114,2022-07-28 0:00:00,2837,33.35584386,-117.1125106,
AS_NP26,LOAD,PALALT_1_LD3,PLOALTO_1_N007,38028_PLO ALTO_115_LD3,22M7_DB114,2022-07-28 0:00:00,2838,33.3557237,-117.1122209,
AS_NP15,LOAD,PALALT_1_LD3,PLOALTO_1_N007,38028_PLO ALTO_115_LD3,22M7_DB114,2022-07-28 0:00:00,2838,33.3557237,-117.1122209,
AS_SP15,LOAD,PALA_6_LD30,PALA_6_N001,22624_PALA _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2840,33.35607115,-117.1123405,
AS_SP26,LOAD,PALA_6_LD30,PALA_6_N001,22624_PALA _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2840,33.35607115,-117.1123405,
AS_SP26,LOAD,LILIAC_6_LD31,LILAC_6_N010,22405_LILACGEN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2121,33.25334054,-117.0859586,
AS_SP15,LOAD,LILIAC_6_LD31,LILAC_6_N010,22405_LILACGEN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2121,33.25334054,-117.0859586,
AS_SP26,LOAD,LILIAC_6_LD32,LILAC_6_N001,22405_LILACGEN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2122,33.25332439,-117.0857127,
AS_SP15,LOAD,LILIAC_6_LD32,LILAC_6_N001,22405_LILACGEN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2122,33.25332439,-117.0857127,
AS_SP26,LOAD,PARPRT_1_LD40,PALOMAR_1_N013,22632_PALOMAR _138_LD40,22M7_DB114,2022-07-28 0:00:00,2865,33.12302948,-117.2878474,
AS_SP15,LOAD,PARPRT_1_LD40,PALOMAR_1_N013,22632_PALOMAR _138_LD40,22M7_DB114,2022-07-28 0:00:00,2865,33.12302948,-117.2878474,
AS_SP15,LOAD,PARPRT_1_LD41,PALOMAR_1_N004,22632_PALOMAR _138_LD41,22M7_DB114,2022-07-28 0:00:00,2866,33.12302948,-117.2878474,
AS_SP26,LOAD,PARPRT_1_LD41,PALOMAR_1_N004,22632_PALOMAR _138_LD41,22M7_DB114,2022-07-28 0:00:00,2866,33.12302948,-117.2878474,
AS_SP26,LOAD,PARPRT_1_LD42,PALOMAR_1_N001,22632_PALOMAR _138_LD42,22M7_DB114,2022-07-28 0:00:00,2867,33.12275563,-117.2876275,
AS_SP15,LOAD,PARPRT_1_LD42,PALOMAR_1_N001,22632_PALOMAR _138_LD42,22M7_DB114,2022-07-28 0:00:00,2867,33.12275563,-117.2876275,
AS_SP26,LOAD,BQUTOS_1_LD41,BATIQTOS_1_N001,22048_BATIQTOS_138_LD41,22M7_DB114,2022-07-28 0:00:00,379,33.10131378,-117.2503983,
AS_SP15,LOAD,BQUTOS_1_LD41,BATIQTOS_1_N001,22048_BATIQTOS_138_LD41,22M7_DB114,2022-07-28 0:00:00,379,33.10131378,-117.2503983,
AS_SP15,LOAD,BQUTOS_1_LD42,BATIQTOS_1_N015,22048_BATIQTOS_138_LD42,22M7_DB114,2022-07-28 0:00:00,380,33.10107759,-117.2507205,
AS_SP26,LOAD,BQUTOS_1_LD42,BATIQTOS_1_N015,22048_BATIQTOS_138_LD42,22M7_DB114,2022-07-28 0:00:00,380,33.10107759,-117.2507205,
AS_SP15,LOAD,BQUTOS_1_LD43,BATIQTOS_1_N008,22048_BATIQTOS_138_LD43,22M7_DB114,2022-07-28 0:00:00,381,33.10108203,-117.2501996,
AS_SP26,LOAD,BQUTOS_1_LD43,BATIQTOS_1_N008,22048_BATIQTOS_138_LD43,22M7_DB114,2022-07-28 0:00:00,381,33.10108203,-117.2501996,
AS_SP26,LOAD,SHRDGE_1_LD40,SHADOWR_1_N008,22760_SHADOWR _138_LD40,22M7_DB114,2022-07-28 0:00:00,4535,33.14166179,-117.238825,
AS_SP15,LOAD,SHRDGE_1_LD40,SHADOWR_1_N008,22760_SHADOWR _138_LD40,22M7_DB114,2022-07-28 0:00:00,4535,33.14166179,-117.238825,
AS_SP26,LOAD,SHRDGE_1_LD41,SHADOWR_1_N006,22760_SHADOWR _138_LD41,22M7_DB114,2022-07-28 0:00:00,4536,33.14140249,-117.2391186,
AS_SP15,LOAD,SHRDGE_1_LD41,SHADOWR_1_N006,22760_SHADOWR _138_LD41,22M7_DB114,2022-07-28 0:00:00,4536,33.14140249,-117.2391186,
AS_SP15,LOAD,SHRDGE_1_LD42,SHADOWR_1_N001,22760_SHADOWR _138_LD42,22M7_DB114,2022-07-28 0:00:00,4537,33.14137852,-117.2385979,
AS_SP26,LOAD,SHRDGE_1_LD42,SHADOWR_1_N001,22760_SHADOWR _138_LD42,22M7_DB114,2022-07-28 0:00:00,4537,33.14137852,-117.2385979,
AS_SP15,LOAD,SMRCOS_6_LD30,SANMRCOS_6_N007,22724_SANMRCOS_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4615,33.12896437,-117.1973031,
AS_SP26,LOAD,SMRCOS_6_LD30,SANMRCOS_6_N007,22724_SANMRCOS_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,4615,33.12896437,-117.1973031,
AS_SP26,LOAD,SMRCOS_6_LD31,SANMRCOS_6_N011,22724_SANMRCOS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4616,33.12884126,-117.1969489,
AS_SP15,LOAD,SMRCOS_6_LD31,SANMRCOS_6_N011,22724_SANMRCOS_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,4616,33.12884126,-117.1969489,
AS_SP26,LOAD,SMRCOS_6_LD32,SANMRCOS_6_N001,22724_SANMRCOS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4617,33.12867277,-117.19707,
AS_SP15,LOAD,SMRCOS_6_LD32,SANMRCOS_6_N001,22724_SANMRCOS_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,4617,33.12867277,-117.19707,
AS_SP15,GEN,SMRCOS_6_UNIT 1,SANMRCOS_6_N012,22724_SANMRCOS_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,4620,33.12853545,-117.197287,
AS_SP26,GEN,SMRCOS_6_UNIT 1,SANMRCOS_6_N012,22724_SANMRCOS_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,4620,33.12853545,-117.197287,
AS_NP26,LOAD,SANMAR_1_LD2,SNTAMRA_1_N005,36266_SNTA MRA_115_LD2,22M7_DB114,2022-07-28 0:00:00,3923,33.12871491,-117.1976226,
AS_SP15,LOAD,SANMAR_1_LD2,SNTAMRA_1_N005,36266_SNTA MRA_115_LD2,22M7_DB114,2022-07-28 0:00:00,3923,33.12871491,-117.1976226,
AS_NP26,LOAD,SANMAR_1_LD3,SNTAMRA_1_N001,36266_SNTA MRA_115_LD3,22M7_DB114,2022-07-28 0:00:00,3924,33.12847685,-117.1972897,
AS_SP15,LOAD,SANMAR_1_LD3,SNTAMRA_1_N001,36266_SNTA MRA_115_LD3,22M7_DB114,2022-07-28 0:00:00,3924,33.12847685,-117.1972897,
AS_SP15,LOAD,NCMTG_1_LD40,NCMETER_1_N001,22568_NCMETER _138_LD40,22M7_DB114,2022-07-28 0:00:00,2590,33.0896009,-117.2031965,
AS_SP26,LOAD,NCMTG_1_LD40,NCMETER_1_N001,22568_NCMETER _138_LD40,22M7_DB114,2022-07-28 0:00:00,2590,33.0896009,-117.2031965,
AS_SP26,LOAD,OLIVHN_6_LD1,OMWD_6_N001,22602_OMWD _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2744,33.06844795,-117.1415186,
AS_SP15,LOAD,OLIVHN_6_LD1,OMWD_6_N001,22602_OMWD _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2744,33.06844795,-117.1415186,
AS_SP15,LOAD,ESCNDO_6_LD30,ESCNDIDO_6_N046,22256_ESCNDIDO_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1288,33.12572564,-117.116791,
AS_SP26,LOAD,ESCNDO_6_LD30,ESCNDIDO_6_N046,22256_ESCNDIDO_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1288,33.12572564,-117.116791,
AS_SP15,LOAD,ESCNDO_6_LD31,ESCNDIDO_6_N001,22256_ESCNDIDO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1289,33.12545971,-117.1166477,
AS_SP26,LOAD,ESCNDO_6_LD31,ESCNDIDO_6_N001,22256_ESCNDIDO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1289,33.12545971,-117.1166477,
AS_SP15,LOAD,ESCNDO_6_LD32,ESCNDIDO_6_N053,22256_ESCNDIDO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1290,33.12577608,-117.1171374,
AS_SP26,LOAD,ESCNDO_6_LD32,ESCNDIDO_6_N053,22256_ESCNDIDO_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1290,33.12577608,-117.1171374,
AS_SP26,GEN,ESCNDO_6_PL1X2,CPESCNDO_7_A1,22257_RAMCO_ES_13.8_GUA1,22M7_DB114,2022-07-28 0:00:00,1293,33.12579572,-117.1160761,
AS_SP15,GEN,ESCNDO_6_PL1X2,CPESCNDO_7_A1,22257_RAMCO_ES_13.8_GUA1,22M7_DB114,2022-07-28 0:00:00,1293,33.12579572,-117.1160761,
AS_SP26,GEN,ESCNDO_6_UNITB1,CPESCNDO_7_B1,22153_CPESCNDO_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1294,33.12587799,-117.1166727,
AS_SP15,GEN,ESCNDO_6_UNITB1,CPESCNDO_7_B1,22153_CPESCNDO_13.8_GU1,22M7_DB114,2022-07-28 0:00:00,1294,33.12587799,-117.1166727,
AS_SP15,LOAD,ESCO_6_LD31,ESCO_6_N004,22272_ESCO _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1297,33.11562179,-117.0894716,
AS_SP26,LOAD,ESCO_6_LD31,ESCO_6_N004,22272_ESCO _69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1297,33.11562179,-117.0894716,
AS_SP26,LOAD,ESCO_6_LD32,ESCO_6_N001,22272_ESCO _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1298,33.11577403,-117.0890645,
AS_SP15,LOAD,ESCO_6_LD32,ESCO_6_N001,22272_ESCO _69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1298,33.11577403,-117.0890645,
AS_SP15,GEN,ESCO_6_GLMQF,GOALLINE_6_N001,22332_GOALLINE_69.0_GU1,22M7_DB114,2022-07-28 0:00:00,1296,33.11703204,-117.0888245,
AS_SP26,GEN,ESCO_6_GLMQF,GOALLINE_6_N001,22332_GOALLINE_69.0_GU1,22M7_DB114,2022-07-28 0:00:00,1296,33.11703204,-117.0888245,
AS_SP15,LOAD,FELCTA_6_LD30,FELICITA_6_N009,22288_FELICITA_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1356,33.0933505,-117.073652,
AS_SP26,LOAD,FELCTA_6_LD30,FELICITA_6_N009,22288_FELICITA_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,1356,33.0933505,-117.073652,
AS_SP26,LOAD,FELCTA_6_LD31,FELICITA_6_N005,22288_FELICITA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1357,33.09305163,-117.0738402,
AS_SP15,LOAD,FELCTA_6_LD31,FELICITA_6_N005,22288_FELICITA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,1357,33.09305163,-117.0738402,
AS_SP15,LOAD,FELCTA_6_LD32,FELICITA_6_N001,22288_FELICITA_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1358,33.09302678,-117.0734188,
AS_SP26,LOAD,FELCTA_6_LD32,FELICITA_6_N001,22288_FELICITA_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,1358,33.09302678,-117.0734188,
AS_SP26,LOAD,ASH_6_LD30,ASH_6_N005,22008_ASH  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,145,33.13678728,-117.0705751,
AS_SP15,LOAD,ASH_6_LD30,ASH_6_N005,22008_ASH  _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,145,33.13678728,-117.0705751,
