X,Y,OBJECTID_1,CECPlantID,PlantName,EIAPlantID,RPS_Eligible,SmallPlant,Peaker,Small_Hydro,SolarThermal,Pumped_Storage,Pumping_Generating,SelfGeneration,SelfGenerationNAICSID,CoGeneration,CoGenerationNAICSID,NoReport,Retired_Plant,CEC_Jurisdictional,OwnerID,UtilityID,OperatorCompanyID,PreparerCompanyID,Street,City,County,State,Zip,Capacity_Latest,Units,PriEnergySource,LastReportedYear,Lon_WGS84,Lat_WGS84,Annual_Hyperlink,Monthly_Hyperlink
-13175740.4218,4038850.2339,2960,S9157,CBS Television City,58253,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Los Angeles Department of Water & Power (LADWP),Not Available,Not Available,7800 Beverly Blvd,Los Angeles,Los Angeles,CA,90036,1.84,1,SUN,2021,-118.35969,34.0747997594658,https://repository.energy.ca.gov/powerplantsgeneration/S9157_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13200274.4549,4053439.0024,2961,S9158,Los Angeles Community College District,Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Los Angeles Department of Water & Power (LADWP),Not Available,Not Available,6201 Winnetka Avenue,Woodland Hills,Los Angeles,CA,91371,2.28,1,SUN,2021,-118.58008297,34.1832823781341,https://repository.energy.ca.gov/powerplantsgeneration/S9158_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13157326.034,4195087.1177,2962,S9160,Pine Tree Solar Project,57306,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),Los Angeles Department of Water & Power (LADWP),22500 Jawbone Canyon Road,Unincorporated,Kern,CA,93519,8.5,1,SUN,2021,-118.19427074,35.229308760098,https://repository.energy.ca.gov/powerplantsgeneration/S9160_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13495622.4245,4300375.7315,2963,S9161,Fort Hunter Liggett Dept of Army,Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,238 California Avenue,Fort Hunter Liggett,Monterey,CA,93928,2,1,SUN,2021,-121.23323893,35.9982147814123,https://repository.energy.ca.gov/powerplantsgeneration/S9161_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13579038.5096,4625566.0948,2964,S9162,CA Dept of Corrections Solano (CSPS),Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,2100 Peabody Rd,Vacaville,Solano,CA,95696,1,1,SUN,2021,-121.98257837,38.3258907744686,https://repository.energy.ca.gov/powerplantsgeneration/S9162_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13510787.1519,4365803.5534,2965,S9163,CA Dept of Correctionns Salinas (SVSP),Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,31625 Highway 101,Soledad,Monterey,CA,93960,2,1,SUN,2021,-121.36946599,36.4722877262837,https://repository.energy.ca.gov/powerplantsgeneration/S9163_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13375185.0903,4451407.2499,2966,S9164,CA Dept of Corrections Chowchilla,Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,23370 Rd 22,Chowchilla,Madera,CA,93610,3,1,SUN,2021,-120.15133195,37.0881955512504,https://repository.energy.ca.gov/powerplantsgeneration/S9164_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13292279.8754,4244436.0476,2967,S9165,CA Dept of Correctionns WASCO (WSP),Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,701 Scofield Avenue,Wasco,Kern,CA,93280,2,1,SUN,2021,-119.40658173,35.590616370039,https://repository.energy.ca.gov/powerplantsgeneration/S9165_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13308783.2958,4309484.9139,2968,S9166,CA Dept of Correctionns Corcoran,Missing,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,4001 King Avenue,Corcoran,Kings,CA,93212,3,1,SUN,2021,-119.55483448,36.0643896821778,https://repository.energy.ca.gov/powerplantsgeneration/S9166_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13086927.8654,4034450.3934,2969,S9167,SPVP012 Ontario,57226,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),3550 East Francis Street Unit A,Ontario,San Bernardino,CA,91761,0.5,1,SUN,2021,-117.56187324,34.0420550701294,https://repository.energy.ca.gov/powerplantsgeneration/S9167_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13552976.1501,4579753.4761,2970,S9170,Oakley Solar Project,58376,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,5220 Neroly Road,Oakley,Contra Costa,CA,94561,1.5,Unit 1,SUN,2021,-121.74845621,38.0023194326852,https://repository.energy.ca.gov/powerplantsgeneration/S9170_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13571599.4239,4490442.9681,2971,S9172,Gridley Main Two,58371,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,Pacific Gas & Electric (PG&E),LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,100 Century Court,San Jose,Santa Clara,CA,95112,2.5,Unit 1,SUN,2021,-121.91575192,37.367406277719,https://repository.energy.ca.gov/powerplantsgeneration/S9172_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-12873492.4771,3852307.1405,2972,S9174,Silver Ridge Mount Signal (Imperial Valley Solar 1),61353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,San Diego Gas & Electric,Not Available,Not Available,HWY 98 and Ferrell & Pulliam Roads,Calexico,Imperial,CA,92243,200,Unit 1,SUN,2021,-115.64455052,32.6754723152282,https://repository.energy.ca.gov/powerplantsgeneration/S9174_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S9174_monthly.png
-13416936.5851,4564011.179,2973,S9175,Fresh Air Energy IV - Sonora 1,58578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,QE - Foresight Group US,Pacific Gas & Electric (PG&E),QE - Foresight Group US,QE - Foresight Group US,5400 O'Byrnes Ferry Rd,Jamestown,Tuolumne,CA,95327,1.5,Unit 1,SUN,2021,-120.526392,37.8908014119027,https://repository.energy.ca.gov/powerplantsgeneration/S9175_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13326734.7157,4252226.3555,2974,S9177,"Nickel 1 (""NLH1"")",58034,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,20732 GP Road,Lost Hills,Kern,CA,93249,1.5,Unit 1,SUN,2021,-119.71609483,35.6475048423728,https://repository.energy.ca.gov/powerplantsgeneration/S9177_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13024564.5828,3926424.1054,2975,S9178,Valley Center 1 & 2,58906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sol Orchard,San Diego Gas & Electric,Sol Orchard,Sol Orchard,15089-15187 Vesper Rd,Valley Center,San Diego,CA,92082,7.5,"Unit 1, Unit 2",SUN,2021,-117.00165434,33.2341443232719,https://repository.energy.ca.gov/powerplantsgeneration/S9178_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13310685.5981,4376036.9333,2976,S9181,Kingsburg Solar (1 & 2),58304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Tulare PV I LLC,Pacific Gas & Electric (PG&E),Tulare PV I LLC,Tulare PV I LLC,39320 Clarkson Drive,Kingsburg,Fresno,CA,93631,3,"Unit 1, Unit 2",SUN,2021,-119.57192315,36.5461758702447,https://repository.energy.ca.gov/powerplantsgeneration/S9181_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13424623.0243,4637970.0559,2977,S9182,Fresh Air Energy  LLC_(Pioneer 1),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Amador,CA,,1.5,Unit 1,SUN,2021,-120.59544046,38.4132518593006,https://repository.energy.ca.gov/powerplantsgeneration/S9182_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13532685.6007,4791182.2564,2978,S9183,Pristine Sun Fund 1  LLC_(2125_Jarvis),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Butte,CA,,1,Unit 1,SUN,2021,-121.5661831,39.4836033764262,https://repository.energy.ca.gov/powerplantsgeneration/S9183_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13532433.1163,4777375.5608,2979,S9184,Pristine Sun Fund 1  LLC_(2094_Buzzelle),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Butte,CA,,1.25,Unit 1,SUN,2021,-121.563915,39.3878121491301,https://repository.energy.ca.gov/powerplantsgeneration/S9184_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13520795.0517,4794746.8477,2980,S9185,Pristine Sun Fund 6 Butte PGE LLC_(2096_Cotton),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Butte,CA,,1,Unit 1,SUN,2021,-121.45936848,39.5083132106345,https://repository.energy.ca.gov/powerplantsgeneration/S9185_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13555409.2531,4822738.4007,2981,S9186,Pristine Sun Fund 6 Butte PGE LLC_(2129_Ballard),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Butte,CA,,1,Unit 1,SUN,2021,-121.77031315,39.7020459049069,https://repository.energy.ca.gov/powerplantsgeneration/S9186_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13390725.8915,4385779.2994,2982,S9188,Placer Solar,MISSING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Fresno,CA,,,,,,-120.29093734,36.6164531827267,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13289578.2929,4385259.7517,2983,S9189,Pristine Sun Fund 10 Fresno PGE LLC_(2081_Terzian),58918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Fresno,CA,,,,,,-119.382313,36.6127070001898,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13310856.5485,4391049.7498,2984,S9190,Pristine Sun Fund 10 Fresno PGE LLC_(2102_Christensen),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Fresno,CA,,1,Unit 1,SUN,2021,-119.57345882,36.6544453121779,https://repository.energy.ca.gov/powerplantsgeneration/S9190_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13366722.937,4319765.2825,2985,S9192,Westlands Solar Farms,58568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clenera - Renewable Energy,Pacific Gas & Electric (PG&E),Clenera - Renewable Energy,Clenera - Renewable Energy,19536 W. Jayne Avenue,Huron,Fresno,CA,93234,18,W3963,SUN,2021,-120.07531513,36.1390060235298,https://repository.energy.ca.gov/powerplantsgeneration/S9192_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S9192_monthly.png
-13245735.3482,4206765.6377,2986,S9193,KDW Solar 1  LLC  (KDW Solar 1 ),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.98846513,35.3149591558097,https://repository.energy.ca.gov/powerplantsgeneration/S9193_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13242223.4244,4178274.4881,2987,S9194,Fotowatio Renewable Ventures,MISSING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,12,Unit 1,SUN,2013,-118.95691698,35.1058458240517,https://repository.energy.ca.gov/powerplantsgeneration/S9194_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S9194_monthly.png
-13294332.5891,4184159.1182,2988,S9195,Ignite Solar LLC_(Alkali Gardner A),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-119.42502157,35.1490807126774,https://repository.energy.ca.gov/powerplantsgeneration/S9195_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13263623.3943,4238488.2824,2989,S9196,Ignite Solar LLC_(Merced Ave A),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-119.14915618,35.5471557719511,https://repository.energy.ca.gov/powerplantsgeneration/S9196_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13263696.8602,4238487.2328,2990,S9197,Ignite Solar LLC_(Merced Ave B),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-119.14981613,35.5471481003946,https://repository.energy.ca.gov/powerplantsgeneration/S9197_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13287042.6326,4235284.4799,2991,S9198,Ignite Solar LLC_(Merced Ave C),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-119.35953478,35.5237356698936,https://repository.energy.ca.gov/powerplantsgeneration/S9198_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13239125.5004,4202386.0769,2992,S9199,KDW Solar 2  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.92908785,35.2828500214469,https://repository.energy.ca.gov/powerplantsgeneration/S9199_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13218731.786,4208455.6197,2993,S9200,Agua Caliente (Bena A),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.745888,35.3273460001596,https://repository.energy.ca.gov/powerplantsgeneration/S9200_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13240720.1373,4528718.3075,2994,S9201,Garces (Oswell A),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.94341272,37.6401731083242,https://repository.energy.ca.gov/powerplantsgeneration/S9201_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13163738.566,4146442.2034,2995,S9202,Goodbar Solar 1  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.2518755,34.8715738000444,https://repository.energy.ca.gov/powerplantsgeneration/S9202_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13161645.0784,4141395.2726,2996,S9203,Josh Energy  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.23306938,34.8343690092858,https://repository.energy.ca.gov/powerplantsgeneration/S9203_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13233176.0033,4205222.5989,2997,S9204,Kern River (Bena B),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.87564261,35.3036476850608,https://repository.energy.ca.gov/powerplantsgeneration/S9204_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13163739.3598,4146456.2263,2998,S9205,MJ Power  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.25188263,34.8716771501365,https://repository.energy.ca.gov/powerplantsgeneration/S9205_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13175631.0273,4153721.1649,2999,S9206,Rachel Energy  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-118.3587073,34.9252029587543,https://repository.energy.ca.gov/powerplantsgeneration/S9206_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13297149.822,4239821.3855,3000,S9207,Sequoia (Bena C),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-119.4503292,35.5568988682414,https://repository.energy.ca.gov/powerplantsgeneration/S9207_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13274807.5913,4181328.3514,3001,S9208,South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1),60242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,2301 Santiago Road,Taft,Kern,CA,93268,10,Unit 1,SUN,2021,-119.24962553,35.1282856879815,https://repository.energy.ca.gov/powerplantsgeneration/S9208_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/S9208_monthly.png
-13255242.925,4219189.6683,3002,S9209,Tehachapi (Oswell B),MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Pacific Gas & Electric (PG&E),Not Available,Not Available,,Unincorporated,Kern,CA,,1.5,Unit 1,SUN,2021,-119.07387314,35.4059776618848,https://repository.energy.ca.gov/powerplantsgeneration/S9209_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3003,S9210,Abby Power  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9210_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3004,S9211,Amy Solar  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9211_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13141478.1753,4116540.6043,3005,S9212,Annie Power  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.05190701,34.6509009952476,https://repository.energy.ca.gov/powerplantsgeneration/S9212_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3006,S9213,Ayden Power  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9213_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13142483.4101,4119018.3635,3007,S9214,Becca Solar  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.06093719,34.6692091802706,https://repository.energy.ca.gov/powerplantsgeneration/S9214_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3008,S9215,Carly Solar  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9215_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13150153.9316,4123551.8227,3009,S9216,Central Antelope Dry Ranch B2 LLC,60281,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,9625 West Avenue I,Lancaster,Los Angeles,CA,93536,1.5,Unit 1,SUN,2021,-118.12984265,34.7026964784836,https://repository.energy.ca.gov/powerplantsgeneration/S9216_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3010,S9217,CSC Solar I  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9217_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3011,S9218,CSC Solar II  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9218_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3012,S9219,CSC Solar  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9219_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3013,S9220,D2 Solar 1  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9220_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13158167.5932,4123189.4854,3014,S9221,D2 Solar 2  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.2018306,34.7000205000087,https://repository.energy.ca.gov/powerplantsgeneration/S9221_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13142659.5675,4122674.0919,3015,S9222,Dreamer Solar  LLC,MISSING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Not Available,Southern California Edison (SCE),Not Available,Not Available,,Unincorporated,Los Angeles,CA,,1.5,Unit 1,SUN,2021,-118.06251963,34.6962140027576,https://repository.energy.ca.gov/powerplantsgeneration/S9222_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
