"CompanyName","CECPlantID","PlantName","City","County","State"
"Desert Water Agency","H0136","Whitewater Hydroelectric Plant","Whitewater","Riverside","CA"
"California Department of Water Resources","H0137","Devil Canyon","San Bernardino","San Bernardino","CA"
"SF Public Utilities Commission","H0141","Dion R Holm","Groveland","Tuolumne","CA"
"Los Angeles Department of Water & Power (LADWP)","H0142","Division Creek","Independence","Inyo","CA"
"Turlock Irrigation District","H0144","Don Pedro","Unincorporated","Tuolumne","CA"
"Tri-Dam Project & Tri-Dam Power Authority","H0145","Donnells","Pinecrest","Tuolumne","CA"
"Imperial Irrigation District","H0146","Double Weir (<1MW)","Calexico","Imperial","CA"
"Imperial Irrigation District","H0147","Drop 1","Holtville","Imperial","CA"
"Imperial Irrigation District","H0149","Drop 2","Holtville","Imperial","CA"
"Imperial Irrigation District","H0150","Drop 3","Holtville","Imperial","CA"
"Imperial Irrigation District","H0151","Drop 4","Holtville","Imperial","CA"
"Imperial Irrigation District","H0152","Drop 5","Holtville","Imperial","CA"
"Pacific Gas & Electric (PG&E)","H0154","Drum #1","Alta","Placer","CA"
"Pacific Gas & Electric (PG&E)","H0155","Drum #2","Alta","Placer","CA"
"Pacific Gas & Electric (PG&E)","H0156","Dutch Flat #1","Alta","Placer","CA"
"Nevada Irrigation District","H0157","Dutch Flat 2","Dutch Flat","Nevada","CA"
"Imperial Irrigation District","H0160","East Highline","Holtville","Imperial","CA"
"Southern California Edison (SCE)","H0161","Eastwood (Pumped Storage)","Shaver Lake","Fresno","CA"
"California Department of Water Resources","H0164","Edward C Hyatt (Unit 1,3,5 Pumping-Generating)","Oroville","Butte","CA"
"El Dorado Irrigation District","H0167","El Dorado","Pollock Pines","El Dorado","CA"
"Central Rivers Power","H0168","Montgomery Creek Hydro","Montgomery Creek","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0171","Electra","Jackson","Amador","CA"
"Metropolitan Water District","H0174","Etiwanda","Rancho Cucamonga","San Bernardino","CA"
"Merced Irrigation District","H0175","Exchequer","Unincorporated","Mariposa","CA"
"PacifiCorp","H0177","Fall Creek","Hornbrook","Siskiyou","CA"
"Sierra Pacific Resources","H0178","Farad (Non-operational since 1997)","Floriston","Nevada","CA"
"United States Bureau of Reclamation","H0186","Folsom","Folsom","Sacramento","CA"
"Southern California Edison (SCE)","H0187","Fontana","Fontana","San Bernardino","CA"
"Metropolitan Water District","H0188","Foothill Feeder","Castaic","Los Angeles","CA"
"Los Angeles Department of Water & Power (LADWP)","H0189","Foothill","Sylmar","Los Angeles","CA"
"South Feather Water and Power","H0191","Forbestown","Feather Falls","Butte","CA"
"Hypower Inc","H0192","Forks of Butte Hydro Project","Magalia","Butte","CA"
"Los Angeles Department of Water & Power (LADWP)","H0193","Franklin","Beverly Hillls","Los Angeles","CA"
"Placer County Water Agency","H0195","French Meadows","Foresthill","Placer","CA"
"Friant Power Authority","H0198","Friant-Kern Hydro Facility (River Outlet  Madera Canal  F-K)","Terra Bella","Madera","CA"
"Northern California Power Agency","H0209","Graeagle","Blairsden-Graeagle","Plumas","CA"
"Metropolitan Water District","H0211","Greg Avenue","Sun Valley","Los Angeles","CA"
"Silicon Valley Power","H0213","Grizzly","Quincy","Plumas","CA"
"Pacific Gas & Electric (PG&E)","H0215","Haas","Balch Camp","Fresno","CA"
"Los Angeles Department of Water & Power (LADWP)","H0216","Haiwee","Olancha","Inyo","CA"
"Pacific Gas & Electric (PG&E)","H0217","Halsey","Auburn","Placer","CA"
"Pacific Gas & Electric (PG&E)","H0218","Hamilton Branch","Pennisula Village","Plumas","CA"
"Pacific Gas & Electric (PG&E)","H0221","Hat Creek #1","Burney","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0222","Hat Creek #2","Burney","Shasta","CA"
"Grey Rock LLC","H0226","Lower Haypress Hydroelectric","Sierra City","Sierra","CA"
"Placer County Water Agency","H0228","Hell Hole","Foresthill","Placer","CA"
"Pacific Gas & Electric (PG&E)","H0229","Helms (Pumped Storage)","Shaver Lake","Fresno","CA"
"Turlock Irrigation District","H0234","Hickman","Hickman","Stanislaus","CA"
"Silicon Valley Power","H0235","Highline Canal","Orland","Glenn","CA"
"Snow Mountain Hydro LLC","H0236","Cove Hydroelectric","Montgomery Creek","Shasta","CA"
"Snow Mountain Hydro LLC","H0237","Ponderosa Bailey Creek","Unincorporated","Shasta","CA"
"Snow Mountain Hydro LLC","H0238","Lost Creek 1","Cassel","Shasta","CA"
"Snow Mountain Hydro LLC","H0240","Burney Creek","Burney","Shasta","CA"
"Humboldt Bay Municipal Water District","H0241","Gosselin Hydroelectric Plant","Ruth Trinity County","Trinity","CA"
"United States Bureau of Reclamation","H0242","Hoover Dam (NV)","Henderson","Mohave","NV"
"Yolo County Flood Control & Water Conservation District","H0243","Indian Valley Dam","Clearlake Oaks","Lake","CA"
"Pacific Gas & Electric (PG&E)","H0244","Inskip","Manton","Tehama","CA"
"PacifiCorp","H0245","Iron Gate","Hornbrook","Siskiyou","CA"
"Pacific Gas & Electric (PG&E)","H0250","James B Black","Big Bend","Shasta","CA"
"Sacramento Municipal Utility District (SMUD)","H0253","Jaybird","Randall","El Dorado","CA"
"Sacramento Municipal Utility District (SMUD)","H0255","Jones Fork","Randall","El Dorado","CA"
"United States Bureau of Reclamation","H0257","Judge F Carr","French Gulch","Shasta","CA"
"Southern California Edison (SCE)","H0259","Kaweah 1","Three Rivers","Tulare","CA"
"Southern California Edison (SCE)","H0260","Kaweah 2","Three Rivers","Tulare","CA"
"Southern California Edison (SCE)","H0261","Kaweah 3","Three Rivers","Tulare","CA"
"Kaweah River Power Authority","H0262","Terminus Hydroelectric Project","Lemon Cove","Tulare","CA"
"South Feather Water and Power","H0263","Kelly Ridge","Oroville","Butte","CA"
"Pacific Gas & Electric (PG&E)","H0265","Kerckhoff PH 1","Auberry","Fresno","CA"
"Pacific Gas & Electric (PG&E)","H0266","Kerckhoff PH 2","Auberry","Fresno","CA"
"Pacific Gas & Electric (PG&E)","H0267","Kern Canyon","Bakersfield","Kern","CA"
"Southern California Edison (SCE)","H0268","Kern River 1","Bakersfield","Kern","CA"
"Southern California Edison (SCE)","H0269","Kern River 3","Kernville","Kern","CA"
"United States Bureau of Reclamation","H0270","Keswick","Redding","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0271","Kilarc","Whitmore","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0272","Kings River","Balch Camp","Fresno","CA"
"SF Public Utilities Commission","H0274","Kirkwood (RPS Certified)","Groveland","Tuolumne","CA"
"Placer County Water Agency","H0275","Middle Fork American River","Foresthill","Placer","CA"
"Turlock Irrigation District","H0276","La Grange","La Grange","Stanislaus","CA"
"Metropolitan Water District","H0282","Lake Mathews","Riverside","Riverside","CA"
"City of Ukiah","H0283","Lake Mendocino","Ukiah","Mendocino","CA"
"Siskiyou County","H0284","Box Canyon","Mt. Shasta","Siskiyou","CA"
"United States Bureau of Reclamation","H0286","Lewiston","Unincorporated","Trinity","CA"
"Pacific Gas & Electric (PG&E)","H0287","Lime Saddle","Oroville","Butte","CA"
"Sacramento Municipal Utility District (SMUD)","H0289","Loon Lake","Forresthill","El Dorado","CA"
"Southern California Edison (SCE)","H0296","Lundy","Lee Vining","Mono","CA"
"Southern California Edison (SCE)","H0298","Lytle Creek","Lytle Creek","San Bernardino","CA"
"Merced Irrigation District","H0300","Canal Creek (RETA)","Nipomo","Merced","CA"
"Merced Irrigation District","H0301","Fairfield","Nipomo","Merced","CA"
"Madera-Chowchilla Water Power Authority","H0310","Madera Canal (Station 980  1174  1302  1923)","Madera","Madera","CA"
"Malacha Hydro Ltd Partnership","H0311","Muck Valley Hydroelectric","McArthur","Lassen","CA"
"Southern California Edison (SCE)","H0313","Mammoth Pool","North Fork","Madera","CA"
"Merced Irrigation District","H0316","McSwain","Unincorporated","Mariposa","CA"
"Hydrodynamics","H0321","Hatchet Creek Project","Montgomery Creek","Shasta","CA"
"Hydrodynamics","H0322","Roaring Creek","Montgomery Creek","Shasta","CA"
"Hydrodynamics","H0323","Bidwell Ditch","Hat Creek","Shasta","CA"
"Merced Irrigation District","H0324","Merced Falls","Snelling","Merced","CA"
"Merced Irrigation District","H0325","Merced ID (Parker)","Nipomo","Merced","CA"
"Los Angeles Department of Water & Power (LADWP)","H0328","Middle Gorge","Bishop","Inyo","CA"
"Southern California Edison (SCE)","H0331","Mill Creek 1","Mentone","San Bernardino","CA"
"Southern California Edison (SCE)","H0332","Mill Creek 2","Mentone","San Bernardino","CA"
"Southern California Edison (SCE)","H0333","Mill Creek 3","Mentone","San Bernardino","CA"
"SF Public Utilities Commission","H0336","Moccasin Low Head","Moccasin","Tuolumne","CA"
"California Department of Water Resources","H0337","Mojave Siphon","Hesperia","San Bernardino","CA"
"Monterey County Water Resources Agency","H0341","Nacimiento Hydro Project","Bradley","San Luis Obispo","CA"
"Solano Irrigation District","H0343","Monticello","Winters","Yolo","CA"
"Utica Power Authority","H0346","Murphys","Murphys","Calaveras","CA"
"Nevada Irrigation District","H0347","Scotts Flat (860kW Nameplate Capacity)","Nevada City","Nevada","CA"
"Pacific Gas & Electric (PG&E)","H0348","Narrows 1","Grass Valley","Nevada","CA"
"Nelson Creek Power Inc","H0349","Nelson Creek","Big Bend","Shasta","CA"
"Nevada Irrigation District","H0351","Bowman","Bowman","Nevada","CA"
"Yuba County Water Agency","H0352","Colgate","Dobbins","Yuba","CA"
"United States Bureau of Reclamation","H0353","New Melones","Jamestown","Tuolumne","CA"
"Yuba County Water Agency","H0354","Narrows 2","Browns Valley","Yuba","CA"
"Northern California Power Agency","H0356","Spicer","San Andreas","Tuolumne","CA"
"Pacific Gas & Electric (PG&E)","H0357","Newcastle","Auburn","Placer","CA"
"United States Bureau of Reclamation","H0360","Nimbus","Folsom","Sacramento","CA"
"Not Available","H0362","Deadwood Creek","Challenge","Yuba","CA"
"United States Bureau of Reclamation","H0363","O'Neill (Pumping-Generating)","Los Banos","Merced","CA"
"Pacific Gas & Electric (PG&E)","H0364","Oak Flat","Belden","Plumas","CA"
"Olcese Water District","H0367","Rio Bravo Hydroelectric","Bakersfield","Kern","CA"
"Synergics Energy Services LLC","H0371","Olsen","Whitmore","Shasta","CA"
"Southern California Edison (SCE)","H0372","Ontario 1","Upland","San Bernardino","CA"
"Southern California Edison (SCE)","H0373","Ontario 2","Upland","San Bernardino","CA"
"Placer County Water Agency","H0374","Oxbow","Forest Hill","Placer","CA"
"East Bay Municipal Utility District (EBMUD)","H0380","Pardee","Valley Springs","Calaveras","CA"
"United States Bureau of Reclamation","H0381","Parker","Parker Dam","San Bernardino","CA"
"Metropolitan Water District","H0382","Perris","Perris","Riverside","CA"
"Pacific Gas & Electric (PG&E)","H0383","Phoenix","Sonora","Tuolumne","CA"
"Imperial Irrigation District","H0385","Pilot Knob","Winterhaven","Imperial","CA"
"Kings River Conservation District","H0387","Pine Flat","Piedra","Fresno","CA"
"Pacific Gas & Electric (PG&E)","H0388","Pit #1","Burney","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0389","Pit #3","Burney","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0390","Pit #4","Big Bend","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0391","Pit #5","Big Bend","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0392","Pit #6","Montgomery Creek","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0393","Pit #7","Montgomery Creek","Shasta","CA"
"Los Angeles Department of Water & Power (LADWP)","H0394","Pleasant Valley","Bishop","Inyo","CA"
"Pacific Gas & Electric (PG&E)","H0395","Poe","Unincorporated","Butte","CA"
"Southern California Edison (SCE)","H0398","Poole","Lee Vining","Mono","CA"
"Pacific Gas & Electric (PG&E)","H0401","Potter Valley","Potter Valley","Mendocino","CA"
"Placer County Water Agency","H0406","Ralston","Foresthill","Placer","CA"
"Metropolitan Water District","H0408","Red Mountain","Fallbrook","San Diego","CA"
"Metropolitan Water District","H0412","Rio Hondo","South Gate","Los Angeles","CA"
"Sacramento Municipal Utility District (SMUD)","H0414","Robbs Peak","Randall","El Dorado","CA"
"Pacific Gas & Electric (PG&E)","H0417","Rock Creek","Unincorporated","Plumas","CA"
"Hydroland","H0422","Rock Creek L.P.","Camino","El Dorado","CA"
"Nevada Irrigation District","H0424","Rollins","Colfax","Nevada","CA"
"Southern California Edison (SCE)","H0426","Rush Creek","June Lake","Mono","CA"
"Grey Rock LLC","H0427","Kanaka","Feather Falls","Butte","CA"
"Grey Rock LLC","H0428","Kekawaka","Unincorporated","Trinity","CA"
"Pacific Gas & Electric (PG&E)","H0431","Salt Springs","Pioneer","Amador","CA"
"Metropolitan Water District","H0437","San Dimas Hydro Recovery Plant","San Dimas","Los Angeles","CA"
"Los Angeles Department of Water & Power (LADWP)","H0438","San Fernando","Sylmar","Los Angeles","CA"
"Los Angeles Department of Water & Power (LADWP)","H0440","San Francisquito 2","Saugus","Los Angeles","CA"
"Los Angeles Department of Water & Power (LADWP)","H0441","San Francisquito 1","Saugus","Los Angeles","CA"
"Los Angeles County Flood Control District","H0442","San Gabriel Hydroelectric Project","Azusa","Los Angeles","CA"
"San Gabriel Valley Municipal Water District","H0443","San Dimas Wash","San Dimas","Los Angeles","CA"
"Southern California Edison (SCE)","H0445","San Gorgonio 1","Banning","Riverside","CA"
"Pacific Gas & Electric (PG&E)","H0448","San Joaquin #1A","North Fork","Madera","CA"
"Pacific Gas & Electric (PG&E)","H0449","San Joaquin #2","North Fork","Madera","CA"
"Pacific Gas & Electric (PG&E)","H0450","San Joaquin #3","North Fork","Madera","CA"
"California Department of Water Resources","H0452","W R Gianelli (Pumping-Generating)","Unincorporated","Merced","CA"
"Southern California Edison (SCE)","H0460","Santa Ana 1","Highland","San Bernardino","CA"
"Southern California Edison (SCE)","H0462","Santa Ana 3","Highland","San Bernardino","CA"
"Southern California Edison (SCE)","H0466","San Gorgonio 2","Banning","Riverside","CA"
"Los Angeles Department of Water & Power (LADWP)","H0467","Sawtelle","Los Angeles","Los Angeles","CA"
"United States Bureau of Reclamation","H0471","Senator Wash (Pumping-Generating)","Winterhaven","Imperial","CA"
"Metropolitan Water District","H0472","Sepulveda Canyon","Los Angeles","Los Angeles","CA"
"United States Bureau of Reclamation","H0475","Shasta","Redding","Shasta","CA"
"Southern California Edison (SCE)","H0479","Sierra","Rialto","San Bernardino","CA"
"Sacramento Municipal Utility District (SMUD)","H0482","Slab Creek","Camino","El Dorado","CA"
"Central Rivers Power","H0483","Slate Creek","Lakehead","Shasta","CA"
"South Feather Water and Power","H0484","Sly Creek","Oregon House","Butte","CA"
"Sonoma County Water Agency","H0485","Warm Springs","Geyserville","Sonoma","CA"
"Pacific Gas & Electric (PG&E)","H0486","South","Manton","Tehama","CA"
"South San Joaquin Irr District","H0488","Frankenheimer","Oakdale","Stanislaus","CA"
"South San Joaquin Irr District","H0489","Woodward","Oakdale","Stanislaus","CA"
"Pacific Gas & Electric (PG&E)","H0490","Spaulding #1","Emigrant Gap","Nevada","CA"
"Pacific Gas & Electric (PG&E)","H0491","Spaulding #2","Emigrant Gap","Nevada","CA"
"Pacific Gas & Electric (PG&E)","H0492","Spaulding #3","Emigrant Gap","Nevada","CA"
"United States Bureau of Reclamation","H0493","Spring Creek","Redding","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0495","Spring Gap","Long Barn","Tuolumne","CA"
"United States Bureau of Reclamation","H0497","Stampede","Truckee","Sierra","CA"
"Pacific Gas & Electric (PG&E)","H0498","Stanislaus","Unincorporated","Tuolumne","CA"
"Southern California Edison (SCE)","H0499","Portal","Big Creek","Fresno","CA"
"Silicon Valley Power","H0500","Stony Gorge","Elk Creek","Glenn","CA"
"Lower Tule River Irrigation District","H0503","Success Power Project","Porterville","Tulare","CA"
"Central Rivers Power","H0507","Bear Creek","Shingletown","Shasta","CA"
"Metropolitan Water District","H0509","Temescal","Corona","Riverside","CA"
"California Department of Water Resources","H0510","Thermalito (Unit 1 HY Unit 2-3-4 Pumping-Generating)","Oroville","Butte","CA"
"California Department of Water Resources","H0511","Thermalito Diversion Dam","Oroville","Butte","CA"
"Norman Ross Burgess","H0512","Three Forks Water Power Project","Zenia","Trinity","CA"
"Pacific Gas & Electric (PG&E)","H0516","Tiger Creek","Pioneer","Amador","CA"
"Pacific Gas & Electric (PG&E)","H0518","Toadtown","Unincorporated","Butte","CA"
"Tri-Dam Power Authority","H0519","Sand Bar","Pinecrest","Tuolumne","CA"
"United States Bureau of Reclamation","H0520","Trinity","Weaverville","Trinity","CA"
"Pacific Gas & Electric (PG&E)","H0523","Tule","Springville","Tulare","CA"
"Southern California Edison (SCE)","H0525","Tule River","Springville","Tulare","CA"
"Tri-Dam Project & Tri-Dam Power Authority","H0527","Tulloch","Sonora","Tuolumne","CA"
"Turlock Irrigation District","H0530","Turlock Lake","Hickman","Stanislaus","CA"
"Imperial Irrigation District","H0531","Turnip","Brawley","Imperial","CA"
"Sacramento Municipal Utility District (SMUD)","H0532","Union Valley","Randall","El Dorado","CA"
"United Water Conservation District","H0533","Santa Felicia","Piru","Ventura","CA"
"Turlock Irrigation District","H0535","Upper Dawson","La Grange","Stanislaus","CA"
"Los Angeles Department of Water & Power (LADWP)","H0536","Upper Gorge","Bishop","Inyo","CA"
"Metropolitan Water District","H0539","Valley View","Yorba Linda","Orange","CA"
"Metropolitan Water District","H0541","Venice","Culver City","Los Angeles","CA"
"Pacific Gas & Electric (PG&E)","H0545","Volta #1","Unincorporated","Shasta","CA"
"Pacific Gas & Electric (PG&E)","H0546","Volta #2","Unincorporated","Shasta","CA"
"Not Available","H0547","Baker Station Hydro","Bridgeville","Humboldt","CA"
"Pacific Gas & Electric (PG&E)","H0558","West Point","Pioneer","Amador","CA"
"City of Redding Electric Utility","H0564","Whiskeytown","Redding","Shasta","CA"
"Sacramento Municipal Utility District (SMUD)","H0565","White Rock","Placerville","El Dorado","CA"
"California Department of Water Resources","H0567","William E. Warne","Castaic","Los Angeles","CA"
"Pacific Gas & Electric (PG&E)","H0569","Wise","Auburn","Placer","CA"
"Pacific Gas & Electric (PG&E)","H0570","Wishon Powerhouse","North Fork","Madera","CA"
"South Feather Water and Power","H0573","Woodleaf","Woodleaf","Butte","CA"
"Yolo County Flood Control & Water Conservation District","H0576","Clear Lake","Clearlake","Lake","CA"
"Metropolitan Water District","H0577","Yorba Linda","Yorba Linda","Orange","CA"
"Modesto Irrigation District","H0599","Stone Drop","Waterford","Stanislaus","CA"
"SF Public Utilities Commission","H0601","Moccasin","Moccasin","Tuolumne","CA"
"Metropolitan Water District","H0611","Diamond Valley Lake (Pumping-Generating)","Winchester","Riverside","CA"
"San Diego County Water Authority","H0612","Rancho Penasquitos","San Diego","San Diego","CA"
"San Diego County Water Authority","H0613","Lake Hodges Station (Olivenhain Pumped Storage)","Escondido","San Diego","CA"
"Los Angeles Department of Water & Power (LADWP)","H0616","North Hollywood Pumping Plant","North Hollywood","Los Angeles","CA"
"Grey Rock LLC","H0623","Middle Haypress Hydroelectric","Sierra City","Sierra","CA"
"Friant Power Authority","H0626","Quinten Luallen","Friant","Madera","CA"
"Sacramento Municipal Utility District (SMUD)","H0627","White Rock/South Fork Powerhouse","Camino","El Dorado","CA"
"Pacific Gas & Electric (PG&E)","N0001","Diablo Canyon","San Luis Obispo","San Luis Obispo","CA"
"Southern California Edison (SCE)","N0002","San Onofre Nuclear Generating Station -SONGS-Retired 7/15/13","Unincorporated","San Diego","CA"
"Sacramento Municipal Utility District (SMUD)","S0063","Rancho Seco Solar PV - Retired 3/31/2013","Herald","Sacramento","CA"
"Sunray Energy Inc","S0069","SEGS I  - Retired 12/31/2015","Unincorporated","San Bernardino","CA"
"Sunray Energy Inc","S0070","SEGS II - Retired 12/31/2015","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd III","S0071","SEGS III (Retired 6/30/2021)","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd IV","S0072","SEGS IV (Retired 6/30/2021)","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd IX","S0073","SEGS IX","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd V","S0074","SEGS V (Retired 6/30/2021)","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd VI","S0075","SEGS VI (Retired 6/30/2021)","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd VII","S0076","SEGS VII (Retired 6/30/2021)","Unincorporated","San Bernardino","CA"
"Luz Solar Partners Ltd VIII","S0077","SEGS VIII","Unincorporated","San Bernardino","CA"
"Solar Partners I II VIII LLC","S0078","Ivanpah I (Solar Partners II)","Nipton","San Bernardino","CA"
"Solar Partners I II VIII LLC","S0079","Ivanpah II (Solar Partners I)","Nipton","San Bernardino","CA"
"Solar Partners I II VIII LLC","S0080","Ivanpah III (Solar Partners VIII)","Nipton","San Bernardino","CA"
"EDF Renewable Energy Inc","S0081","Catalina Solar Phase I and II","Rosemead","Kern","CA"
"Sacramento Municipal Utility District (SMUD)","S0090","Hedge PV (S0090)","Sacramento","Sacramento","CA"
"Mojave Solar LLC","S0104","Mojave Solar Project","Hinkley","San Bernardino","CA"
"Pacific Gas & Electric (PG&E)","S0110","Vaca Dixon Solar Station","Vacaville","Solano","CA"
"Clearway Energy","S0111","Blythe 1 Solar","Blythe","Riverside","CA"
"Longroad Energy","S0114","Ironwood State Prison","Blythe","Riverside","CA"
"Yolo County General Services","S0115","Yolo County Solar Project","Woodland","Yolo","CA"
"Altus Power America Inc","S0116","Aerojet I (3.6MW) Solar Plant","Rancho Cordova","Sacramento","CA"
"eSolar Inc","S0117","Sierra SunTower- Retired 12/31/14","Lancaster","Los Angeles","CA"
"Southern California Edison (SCE)","S0118","SPVP002 Chino Rooftop Solar","Chino","San Bernardino","CA"
"Southern California Edison (SCE)","S0119","SPVP001 Etiwanda Rooftop Solar (Merged with S0191)","Fontana","San Bernardino","CA"
"South San Joaquin Irr District","S0120","Robert O. Schulz Solar Farm #1 and #2","Oakdale","Stanislaus","CA"
"Meridian Energy USA Inc","S0121","CalRENEW-1","Mendota","Fresno","CA"
"Longroad Energy","S0122","Chuckawalla Valley State Prison (CVSP)","Blythe","Riverside","CA"
"Duke Energy Renewables","S0123","Sunset Reservoir North Basin Solar","San Francisco","San Francisco","CA"
"Eurus Energy America Corporation","S0126","Avenal Park Solar","Avenal","Kings","CA"
"Eurus Energy America Corporation","S0127","Sun City","Avenal","Kings","CA"
"Southern California Edison (SCE)","S0128","SPVP003 Rialto","Rialto","San Bernardino","CA"
"University of California San Diego","S0129","UCSD Solar PV System","La Jolla","San Diego","CA"
"Altus Power America Inc","S0130","Aerojet II (2.4MW) Solar Plant","Rancho Cordova","Sacramento","CA"
"Eurus Energy America Corporation","S0131","Sand Drag","Avenal","Kings","CA"
"Temescal Canyon RV LLC","S0133","Temescal Canyon RV  LLC","Corona","Riverside","CA"
"Southern California Edison (SCE)","S0136","SPVP006 Ontario","Ontario","San Bernardino","CA"
"Pacific Gas & Electric (PG&E)","S0138","Westside Solar Station","Five Points","Fresno","CA"
"Pacific Gas & Electric (PG&E)","S0139","Stroud Solar Station","Helm","Fresno","CA"
"Pacific Gas & Electric (PG&E)","S0140","Five Points Solar Station","Five Points","Fresno","CA"
"Port of Los Angeles","S0142","Port of Los Angeles Berth 93","San Pedro","Los Angeles","CA"
"Konoike Pacific California Inc","S0144","Konoike Pacific California Inc","Wilmington","Los Angeles","CA"
"Tulare PV I LLC","S0151","Porterville Solar","Porterville","Tulare","CA"
"Los Angeles Community College District","S0152","LA Harbor College","Wilmington","Los Angeles","CA"
"Sacramento PV Energy LLC","S0154","Point Pleasant (Lawrence Solar Farm)","Elk Grove","Sacramento","CA"
"Sacramento PV Energy LLC","S0155","Kost (Fleshman Solar Farm)","Galt","Sacramento","CA"
"Sacramento PV Energy LLC","S0156","Grundman-Wilkinson Solar Farm (Bruceville Road)","Elk Grove","Sacramento","CA"
"Sacramento PV Energy LLC","S0157","Boessow (Van Connett Solar Farm)","Galt","Sacramento","CA"
"Southern California Edison (SCE)","S0158","SPVP005 Redlands","Redlands","San Bernardino","CA"
"Imperial Irrigation District","S0161","IVSC1 - (SunPeak 1) - 23MW PV","Niland","Imperial","CA"
"X-Elio North America Inc.","S0162","Meridian (Paso Robles Solar  LLC)","Paso Robles","San Luis Obispo","CA"
"X-Elio North America Inc.","S0163","SEPV 1 (Gestamp - GASNA)","Palmdale","Los Angeles","CA"
"X-Elio North America Inc.","S0164","SEPV 2 (Gestamp - GASNA)","Twentynine Palms","San Bernardino","CA"
"Coronus","S0165","Coronus 29-Palms North 1","Twentynine Palms","San Bernardino","CA"
"Coronus","S0166","Coronus 29-Palms North 2","Twentynine Palms","San Bernardino","CA"
"Coronus","S0167","Coronus 29-Palms North 3","Twentynine Palms","San Bernardino","CA"
"Not Available","S0168","SunEdison Hesperia Solar PV","Hesperia","San Bernardino","CA"
"Coronus","S0169","Coronus Yucca Valley East 1","Joshua Tree","San Bernardino","CA"
"Coronus","S0170","Coronus Yucca Valley East 2","Joshua Tree","San Bernardino","CA"
"Coronus","S0171","Coronus Yucca Valley East 3","Joshua Tree","San Bernardino","CA"
"Coronus","S0172","Coronus Joshua Tree East 1","Joshua Tree","San Bernardino","CA"
"Coronus","S0173","Coronus Joshua Tree East 2","Joshua Tree","San Bernardino","CA"
"Coronus","S0174","Coronus Joshua Tree East 3","Joshua Tree","San Bernardino","CA"
"Pacific Gas & Electric (PG&E)","S0176","Cantua Solar Station","Cantua Creek","Fresno","CA"
"Pacific Gas & Electric (PG&E)","S0177","Huron Solar Station","Huron","Fresno","CA"
"Pacific Gas & Electric (PG&E)","S0178","Giffen Solar Station","Cantua Creek","Fresno","CA"
"X-Elio North America Inc.","S0179","La Joya Del Sol","Fresno","Fresno","CA"
"AxInfra US LP","S0180","McHenry Solar Plant","Modesto","Stanislaus","CA"
"Los Angeles Community College District","S0181","Pierce College LACCD","Los Angeles","Los Angeles","CA"
"Los Angeles Community College District","S0182","Harbor College  LACCD","Wilmington","Los Angeles","CA"
"LA County MTA/Metro","S0183","LA County MTA/Metro","Los Angeles","Los Angeles","CA"
"Dependable Highway Express Inc","S0184","Dependable Highway Express","Los Angeles","Los Angeles","CA"
"Southern California Edison (SCE)","S0185","SPVP007 Redlands","Redlands","San Bernardino","CA"
"Southern California Edison (SCE)","S0186","SPVP008 Ontario","Ontario","San Bernardino","CA"
"Southern California Edison (SCE)","S0187","SPVP009 Ontario","Ontario","San Bernardino","CA"
"Southern California Edison (SCE)","S0188","SPVP010 Fontana (Etiwanda)","San Bernardino","San Bernardino","CA"
"Southern California Edison (SCE)","S0189","SPVP011 Redlands RDC 4","Redlands","San Bernardino","CA"
"Southern California Edison (SCE)","S0190","SPVP013 Redlands","Redlands","San Bernardino","CA"
"Southern California Edison (SCE)","S0191","SPVP015 Fontana (Etiwanda) includes SPVP001","San Bernardino","San Bernardino","CA"
"Southern California Edison (SCE)","S0192","SPVP016 Redlands","Redlands","San Bernardino","CA"
"Southern California Edison (SCE)","S0193","SPVP017 Fontana (Etiwanda)","San Bernardino","San Bernardino","CA"
"Southern California Edison (SCE)","S0194","SPVP018 Fontana (Etiwanda)","Fontana","San Bernardino","CA"
"Southern California Edison (SCE)","S0195","SPVP022 Redlands","Redlands","San Bernardino","CA"
"Southern California Edison (SCE)","S0196","SPVP023 Fontana (Etiwanda)","Fontana","San Bernardino","CA"
"Southern California Edison (SCE)","S0197","SPVP026 Rialto","Rialto","San Bernardino","CA"
"Southern California Edison (SCE)","S0198","SPVP028 San Bernardino (Vista 28)","San Bernardino","San Bernardino","CA"
"Southern California Edison (SCE)","S0199","SPVP032 Ontario - Kennedy 2","Ontario","San Bernardino","CA"
